0.000747815473,2
0.000733398367,3
0.000727583887,4
0.000737673079,5
0.000745797646,6
0.000742903561,7
0.00072498183,8
0.000722618832,9
0.000733690453,10
0.000736690767,11
0.000687598542,12
0.000371433212,13
8.26150572e-05,14
1.87833994e-05,15
9.03409273e-06,16
4.36951541e-06,17
2.61212335e-06,18
1.9074605e-06,19
1.54500162e-06,20
1.38615917e-06,21
1.31713239e-06,22
1.19879985e-06,23
1.18600724e-06,24
1.27608928e-06,25
1.38136193e-06,26
1.1103175e-06,27
9.98914516e-07,28
1.00930868e-06,29
9.96516064e-07,30
9.61069645e-07,31
9.68532049e-07,32
9.47744013e-07,33
9.7119721e-07,34
9.34684806e-07,35
9.55739324e-07,36
9.56805366e-07,37
9.06700905e-07,38
9.16561874e-07,39
9.00038003e-07,40
9.22158563e-07,41
9.12031169e-07,42
8.82181496e-07,43
8.62459501e-07,44
8.81915071e-07,45
8.68322843e-07,46
8.77917387e-07,47
8.41937947e-07,48
8.03559885e-07,49
8.29145336e-07,50
8.03826481e-07,51
8.03026865e-07,52
7.89434637e-07,53
7.763756e-07,54
7.64115953e-07,55
7.4945774e-07,56
7.4466044e-07,57
8.27013082e-07,58
8.15286512e-07,59
7.62250352e-07,60
7.64382378e-07,61
8.03826481e-07,62
7.48125103e-07,63
6.50314576e-07,64
6.21264462e-07,65
6.47649301e-07,66
6.5004798e-07,67
6.18599415e-07,68
5.96212203e-07,69
5.95412587e-07,70
6.39120969e-07,71
6.35389711e-07,72
5.86884255e-07,73
5.93013965e-07,74
6.13535519e-07,75
6.20198421e-07,76
6.26061706e-07,77
6.33524053e-07,78
6.10603877e-07,79
6.07405809e-07,80
5.81020913e-07,81
5.7329197e-07,82
5.70360328e-07,83
6.06339768e-07,84
5.82886571e-07,85
6.17000183e-07,86
5.73025375e-07,87
6.10603877e-07,88
6.16467162e-07,89
6.05806576e-07,90
5.75690649e-07,91
5.81820359e-07,92
5.6716209e-07,93
6.09004815e-07,94
5.71692965e-07,95
6.01808892e-07,96
5.7329197e-07,97
5.81287338e-07,98
6.17799799e-07,99
5.89282877e-07,100
5.95146162e-07,101
5.92480944e-07,102
5.82086955e-07,103
5.87417219e-07,104
5.70626753e-07,105
5.6582968e-07,106
5.68494727e-07,107
6.13269094e-07,108
5.93280561e-07,109
5.66362644e-07,110
6.02075488e-07,111
6.03408125e-07,112
5.88749856e-07,113
5.84485576e-07,114
5.99943291e-07,115
6.15667716e-07,116
5.85818213e-07,117
5.92480944e-07,118
6.22597042e-07,119
6.34590094e-07,120
6.40719975e-07,121
7.03350679e-07,122
7.28136513e-07,123
7.53455367e-07,124
7.64382378e-07,125
7.76908621e-07,126
7.59851673e-07,127
7.72910937e-07,128
7.60917715e-07,129
7.07348363e-07,130
7.60118098e-07,131
7.70778684e-07,132
7.4039616e-07,133
8.01427859e-07,134
8.07824165e-07,135
7.82771906e-07,136
7.51323171e-07,137
7.56653435e-07,138
7.49990704e-07,139
6.90558068e-07,140
6.61508125e-07,141
6.22330447e-07,142
6.15134752e-07,143
5.7755625e-07,144
5.65296432e-07,145
