2.695133497217572331e+08,2.559762461045046449e+08,2.427051996814546287e+08,2.296817828732581139e+08,2.169590793376909494e+08,2.043693920800953507e+08,1.920279801747207642e+08,1.798417652426204383e+08,1.678638029663787484e+08,1.560227756570774019e+08,1.443468544718124866e+08,1.327740509467986524e+08,1.214071266570175737e+08,1.101747601075528413e+08,9.906780010487234592e+07,8.815478162945877016e+07,7.744206584351116419e+07,6.683658226891175658e+07,5.647828829966944456e+07,4.638282493208321929e+07,3.654718155475773662e+07,2.707082260706368089e+07,1.808420286204443872e+07,9.860510193511744961e+06,2.927309897499391809e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.843643953975200653e+08,2.736990656641447544e+08,2.600188930658067167e+08,2.466918237616462409e+08,2.336216913200053275e+08,2.208211565671977699e+08,2.082344632634335458e+08,1.957592138766522110e+08,1.835355344291345775e+08,1.714921075976502001e+08,1.595824925010785460e+08,1.478721648681110144e+08,1.363426514923328459e+08,1.249257435027961135e+08,1.136060824991703629e+08,1.023900664767653644e+08,9.148607736949285865e+07,8.067050845588760078e+07,7.003673965472397208e+07,5.964393397116788477e+07,4.942697184093073010e+07,3.950400486550498009e+07,2.989684808134777099e+07,2.078255130956836045e+07,1.227596420991004258e+07,4.839530474442448467e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.970679648331935406e+08,2.889263781061939597e+08,2.779718542218654752e+08,2.642761060212249458e+08,2.507997236900138259e+08,2.377015307573386431e+08,2.247734097997385263e+08,2.120591132519818544e+08,1.996023834597653747e+08,1.873163607189623713e+08,1.751763748315829635e+08,1.632323663300122619e+08,1.514596505887937248e+08,1.398801676484110653e+08,1.283480033489288539e+08,1.170249715576066673e+08,1.058335364741151929e+08,9.483601775457330048e+07,8.399838251818279922e+07,7.327417985353229940e+07,6.277851299369587004e+07,5.253013777324011922e+07,4.254468705495254695e+07,3.278808900887789577e+07,2.350574065506768599e+07,1.480318737463554181e+07,6.978362065532641485e+06,9.559678618055104744e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.083172955534781218e+08,3.017543042705775499e+08,2.934386086099725962e+08,2.822353158452762365e+08,2.684338120975972414e+08,2.548858571878052354e+08,2.416911939578935206e+08,2.286541449376614094e+08,2.159677180756034553e+08,2.034020236447044611e+08,1.910163499060322642e+08,1.788699704578475356e+08,1.668822416829937994e+08,1.550564618764937222e+08,1.433803824919879735e+08,1.318604033136453778e+08,1.204594019457129091e+08,1.092925457074319869e+08,9.820771014609004557e+07,8.727032618100705743e+07,7.653958190441706777e+07,6.600939645172907412e+07,5.564262176963552833e+07,4.558536871576936543e+07,3.576317850362217426e+07,2.633760859982563555e+07,1.740492308083904535e+07,9.272406657289635390e+06,2.461307556426619180e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.185755544679657221e+08,3.131901506059590578e+08,3.065152762556450367e+08,2.981001050121158957e+08,2.865454232298165560e+08,2.726008484404467940e+08,2.590279654080216289e+08,2.457119543381105363e+08,2.326561520184451342e+08,2.197395087084666491e+08,2.072203193703067005e+08,1.947287751080302000e+08,1.826226377359198928e+08,1.705258978681703806e+08,1.586781421169935465e+08,1.469334414951853752e+08,1.354007770027609766e+08,1.239746400328853279e+08,1.126583199785585850e+08,1.015980475594465733e+08,9.062305764246319234e+07,7.979876951730360091e+07,6.915950748610496521e+07,5.878927424288442731e+07,4.862915563982324302e+07,3.871652869192297757e+07,2.919121207625955716e+07,2.008117126047408208e+07,1.166268321952020377e+07,4.354621957279193215e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.278799251000484824e+08,3.235509330465432405e+08,3.180941049011370540e+08,3.112669228887873292e+08,3.027087400220723748e+08,2.909394931655788422e+08,2.768238594269446135e+08,2.631451974710086584e+08,2.497358241275418997e+08,2.366363926930710077e+08,2.237445064119661450e+08,2.110106313855546713e+08,1.986308602591988742e+08,1.863162327355142236e+08,1.742566027927303314e+08,1.623184750126275718e+08,1.504678487797964811e+08,1.389100682244238853e+08,1.274370414925959408e+08,1.161639448628982008e+08,1.049728465878131539e+08,9.396025139923156798e+07,8.314495034680958092e+07,7.247116101436012983e+07,6.200736954524131864e+07,5.174127162786345184e+07,4.173819947392961383e+07,3.209139146631934121e+07,2.278536121857888252e+07,1.417712982065895572e+07,6.418645381856162101e+06,6.299725094307669206e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.364728392528049350e+08,3.330355282872391939e+08,3.285853958643147349e+08,3.231037880182242393e+08,3.161242991403616667e+08,3.073515824242367744e+08,2.952247266094335318e+08,2.811277222236497402e+08,2.673277323433870971e+08,2.537534771852417588e+08,2.406228526774871647e+08,2.277059717992096245e+08,2.148600220711579621e+08,2.023930331048017740e+08,1.901030998145672679e+08,1.779095859815641344e+08,1.659339379125484228e+08,1.541607893310157359e+08,1.424473332823849320e+08,1.309709274535863101e+08,1.196167367120334208e+08,1.083849355217163861e+08,9.730987411046467721e+07,8.638549484935967624e+07,7.571757553884752095e+07,6.515402020442254841e+07,5.485649271056684852e+07,4.478160826697979867e+07,3.501641125637160987e+07,2.559200556123965979e+07,1.671330591057628766e+07,8.631651045521099120e+06,2.041980372160823550e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.444132830185571909e+08,3.417277812021656632e+08,3.381476022391887903e+08,3.336727238301705718e+08,3.280357339206513166e+08,3.209910064784606695e+08,3.120846066342724562e+08,2.997120894332668185e+08,2.854315865569617748e+08,2.715538031757191420e+08,2.579234985384441018e+08,2.446559559759946167e+08,2.315803752145924866e+08,2.188213460186743736e+08,2.061987341599243879e+08,1.938029125884940028e+08,1.816092029065249860e+08,1.695929215428514779e+08,1.577076297161960602e+08,1.460685211446832418e+08,1.344706242472738028e+08,1.230508804356114715e+08,1.117939157374960631e+08,1.006967828772923201e+08,8.975963679284837842e+07,7.897952172525653243e+07,6.836590127375824749e+07,5.799034802556212991e+07,4.780017204142016172e+07,3.799421691886743903e+07,2.843280079568503425e+07,1.937675582890276611e+07,1.103398800932553969e+07,3.823283038123266306e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.517944600096222758e+08,3.498234906960806251e+08,3.470076006113675833e+08,3.434306980414811373e+08,3.388346828802089691e+08,3.330734084832612872e+08,3.259136895588496327e+08,3.168083042465927601e+08,3.042398786657476425e+08,2.897883154749637246e+08,2.757549972932770848e+08,2.621121779711436629e+08,2.486641842572042942e+08,2.356195771313484311e+08,2.227173755744034350e+08,2.100666193185520172e+08,1.976395234664504826e+08,1.853678868857774734e+08,1.732674495962201655e+08,1.613508338758990169e+08,1.496306522435050905e+08,1.379858610148428380e+08,1.265596111136154234e+08,1.152401854812529981e+08,1.040867973151650131e+08,9.310581499993173778e+07,8.230049229307763278e+07,7.165854431864523888e+07,6.115526130373788625e+07,5.092432217070291936e+07,4.092855006085878611e+07,3.131706072368853167e+07,2.208056042719181255e+07,1.346736263426096737e+07,5.840437827231088653e+06,3.382067870064035524e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.586007664986374378e+08,3.571640153781300783e+08,3.551155512457799315e+08,3.523029704006673098e+08,3.486982500770369768e+08,3.439904252024780512e+08,3.381421807961344719e+08,3.308923482782621980e+08,3.215817588898489475e+08,3.087116960006500483e+08,2.941637039520546794e+08,2.800463716945606470e+08,2.662542140901333392e+08,2.527470400411121249e+08,2.395686061450091898e+08,2.266538263267003596e+08,2.139251765457562208e+08,2.014357168464681208e+08,1.890706113791156113e+08,1.769699544745982587e+08,1.649909285315565467e+08,1.531741318336650729e+08,1.415166359844681621e+08,1.300403711371810883e+08,1.187144220605789274e+08,1.074985619286151975e+08,9.646441973362515867e+07,8.556554352243618667e+07,7.485178545206965506e+07,6.435123281185921282e+07,5.402052125627809763e+07,4.400882228600516170e+07,3.423236663679076731e+07,2.492405547539143264e+07,1.602488840013529547e+07,8.059308024617033079e+06,1.632080833078094292e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
